,chr,start,end,Input_count,MeCP2_count,corresponding_loci,MeCP2_signal,loci_name
1498,chr5,145000001,149000000,1623884.0,9492274.0,chr5_147721809_147730312,2.5473051661660735,chr5_145000001_149000000
1499,chr5,146000001,150000000,1877589.0,10994599.0,chr5_148515091_148526288,2.549841786553806,chr5_146000001_150000000
1500,chr5,146000001,150000000,1877589.0,10994599.0,chr5_148751996_148759872,2.549841786553806,chr5_146000001_150000000
1501,chr5,148000001,151834683,1834607.0,7945664.0,chr5_150135786_150145708,2.1146967376479076,chr5_148000001_151834683
1502,chr5,149000001,151834683,1349341.0,4920299.0,chr5_151247995_151259984,1.8664910024609023,chr5_149000001_151834683
1503,chr6,1000001,5000000,849269.0,1163489.0,chr6_3750478_3759998,0.4541640762907286,chr6_1000001_5000000
1504,chr6,2000001,6000000,1376243.0,2148925.0,chr6_4986124_4997919,0.6428799060847212,chr6_2000001_6000000
1505,chr6,3000001,7000000,1884545.0,3093496.0,chr6_5883602_5892607,0.7150219237723249,chr6_3000001_7000000
1506,chr6,4000001,8000000,1966065.0,3115418.0,chr6_6181305_6190999,0.6641147252992995,chr6_4000001_8000000
1507,chr6,4000001,8000000,1966065.0,3115418.0,chr6_6248757_6259999,0.6641147252992995,chr6_4000001_8000000
1508,chr6,6000001,10000000,1805319.0,2292381.0,chr6_8750142_8759969,0.3445930599323061,chr6_6000001_10000000
1509,chr6,9000001,13000000,1606760.0,1103113.0,chr6_11243080_11259954,-0.5425738669185286,chr6_9000001_13000000
1510,chr6,11000001,15000000,1687779.0,1277100.0,chr6_13747289_13759997,-0.4022545120742063,chr6_11000001_15000000
1511,chr6,14000001,18000000,1926905.0,1687425.0,chr6_16240010_16259980,-0.1914620648794675,chr6_14000001_18000000
1512,chr6,15000001,19000000,1922306.0,1816956.0,chr6_17135040_17145456,-0.08131452486998068,chr6_15000001_19000000
1513,chr6,15000001,19000000,1922306.0,1816956.0,chr6_17605037_17616401,-0.08131452486998068,chr6_15000001_19000000
1514,chr6,16000001,20000000,1721731.0,1714957.0,chr6_18431152_18440128,-0.0056873529766836035,chr6_16000001_20000000
1515,chr6,16000001,20000000,1721731.0,1714957.0,chr6_18744483_18757338,-0.0056873529766836035,chr6_16000001_20000000
1516,chr6,19000001,23000000,1704712.0,1406684.0,chr6_21250227_21259985,-0.27722975050944215,chr6_19000001_23000000
1517,chr6,21000001,25000000,1999222.0,2053637.0,chr6_23469184_23490717,0.03874251158549907,chr6_21000001_25000000
1518,chr6,21000001,25000000,1999222.0,2053637.0,chr6_23750092_23759010,0.03874251158549907,chr6_21000001_25000000
1519,chr6,22000001,26000000,1936770.0,1968874.0,chr6_24543916_24555132,0.023718149827149624,chr6_22000001_26000000
1520,chr6,24000001,28000000,1795106.0,1299381.0,chr6_26240014_26259854,-0.46624452203110706,chr6_24000001_28000000
1521,chr6,25000001,29000000,1875117.0,2513254.0,chr6_27942564_27953425,0.42257586643379025,chr6_25000001_29000000
1522,chr6,26000001,30000000,1934061.0,4978762.0,chr6_28752590_28759974,1.3641537539095405,chr6_26000001_30000000
1523,chr6,27000001,31000000,2070410.0,6634839.0,chr6_29203358_29211518,1.6801449671795048,chr6_27000001_31000000
1524,chr6,28000001,32000000,2111056.0,8512992.0,chr6_30555081_30564685,2.0117014250992096,chr6_28000001_32000000
1525,chr6,29000001,33000000,2108943.0,8257356.0,chr6_31249877_31259822,1.9691598027300035,chr6_29000001_33000000
1526,chr6,31000001,35000000,2138628.0,6388136.0,chr6_33749685_33759988,1.5787094700848123,chr6_31000001_35000000
1527,chr6,32000001,36000000,2093472.0,5205498.0,chr6_34498665_34506939,1.314138567701356,chr6_32000001_36000000
1528,chr6,32000001,36000000,2093472.0,5205498.0,chr6_34885103_34895340,1.314138567701356,chr6_32000001_36000000
1529,chr6,34000001,38000000,2060413.0,4593547.0,chr6_36247423_36259941,1.1566750422830159,chr6_34000001_38000000
1530,chr6,36000001,40000000,2112290.0,5530380.0,chr6_38752721_38759993,1.3885706949944923,chr6_36000001_40000000
1531,chr6,39000001,43000000,1911866.0,3825591.0,chr6_41107249_41119366,1.0007012307190621,chr6_39000001_43000000
1532,chr6,39000001,43000000,1911866.0,3825591.0,chr6_41242539_41259998,1.0007012307190621,chr6_39000001_43000000
1533,chr6,39000001,43000000,1911866.0,3825591.0,chr6_41537105_41545685,1.0007012307190621,chr6_39000001_43000000
1534,chr6,40000001,44000000,1831218.0,2481766.0,chr6_42341941_42361602,0.43856354440780304,chr6_40000001_44000000
1535,chr6,41000001,45000000,1730427.0,2012425.0,chr6_43746581_43759978,0.21780693611095656,chr6_41000001_45000000
1536,chr6,44000001,48000000,1832966.0,1461004.0,chr6_46247271_46259983,-0.32721989730903894,chr6_44000001_48000000
1537,chr6,46000001,50000000,1862039.0,4899895.0,chr6_48412882_48422483,1.3958675438573191,chr6_46000001_50000000
1538,chr6,46000001,50000000,1862039.0,4899895.0,chr6_48746468_48759793,1.3958675438573191,chr6_46000001_50000000
1539,chr6,47000001,51000000,1899763.0,6362595.0,chr6_49822314_49832065,1.74379584214201,chr6_47000001_51000000
1540,chr6,49000001,53000000,2092364.0,7150550.0,chr6_51173276_51183978,1.7729203609955781,chr6_49000001_53000000
1541,chr6,49000001,53000000,2092364.0,7150550.0,chr6_51251125_51259898,1.7729203609955781,chr6_49000001_53000000
1542,chr6,51000001,55000000,2128875.0,7718306.0,chr6_53633437_53642198,1.8581929997741975,chr6_51000001_55000000
1543,chr6,51000001,55000000,2128875.0,7718306.0,chr6_53751237_53760001,1.8581929997741975,chr6_51000001_55000000
1544,chr6,52000001,56000000,2089955.0,8225839.0,chr6_54717809_54728711,1.9766909558470889,chr6_52000001_56000000
1545,chr6,53000001,57000000,1989487.0,6595878.0,chr6_55799976_55810998,1.7291682423658503,chr6_53000001_57000000
1546,chr6,54000001,58000000,1759986.0,5266814.0,chr6_56240026_56259983,1.581366558107651,chr6_54000001_58000000
1547,chr6,55000001,59000000,1575612.0,3565907.0,chr6_57776348_57786421,1.1783567677043107,chr6_55000001_59000000
1548,chr6,56000001,60000000,1463065.0,1497260.0,chr6_58742979_58759915,0.03333090199806086,chr6_56000001_60000000
1549,chr6,59000001,63000000,1683312.0,990969.0,chr6_61246392_61259999,-0.7643907712626619,chr6_59000001_63000000
1550,chr6,61000001,65000000,1886061.0,1135392.0,chr6_63748075_63759989,-0.7321858556906566,chr6_61000001_65000000
1551,chr6,64000001,68000000,1774445.0,2115958.0,chr6_66242146_66259953,0.25394313356062687,chr6_64000001_68000000
1552,chr6,66000001,70000000,1210904.0,1479237.0,chr6_68740234_68759996,0.28876872302393536,chr6_66000001_70000000
1553,chr6,69000001,73000000,1439093.0,5516578.0,chr6_71249552_71259936,1.938613795416108,chr6_69000001_73000000
1554,chr6,70000001,74000000,1755772.0,6320565.0,chr6_72858382_72869957,1.8479480153495689,chr6_70000001_74000000
1555,chr6,71000001,75000000,1919816.0,5847844.0,chr6_73749294_73759805,1.6069367797056209,chr6_71000001_75000000
1556,chr6,74000001,78000000,1890488.0,908088.0,chr6_76240009_76259722,-1.0578546752316302,chr6_74000001_78000000
1557,chr6,75000001,79000000,1917841.0,936452.0,chr6_77442477_77453616,-1.034206164809161,chr6_75000001_79000000
1558,chr6,76000001,80000000,1895522.0,923510.0,chr6_78747415_78759986,-1.0373957126875255,chr6_76000001_80000000
1559,chr6,79000001,83000000,1853548.0,2852852.0,chr6_81249779_81259519,0.6221154287799835,chr6_79000001_83000000
1560,chr6,79000001,83000000,1853548.0,2852852.0,chr6_81800264_81812019,0.6221154287799835,chr6_79000001_83000000
1561,chr6,79000001,83000000,1853548.0,2852852.0,chr6_81977622_81989718,0.6221154287799835,chr6_79000001_83000000
1562,chr6,81000001,85000000,1947305.0,8549193.0,chr6_82998897_83022851,2.134309377056317,chr6_81000001_85000000
1563,chr6,81000001,85000000,1947305.0,8549193.0,chr6_83198857_83208488,2.134309377056317,chr6_81000001_85000000
1564,chr6,81000001,85000000,1947305.0,8549193.0,chr6_83751923_83759991,2.134309377056317,chr6_81000001_85000000
1565,chr6,81000001,85000000,1947305.0,8549193.0,chr6_83878652_83891773,2.134309377056317,chr6_81000001_85000000
1566,chr6,82000001,86000000,1875363.0,10130165.0,chr6_84124808_84136060,2.4334158934813273,chr6_82000001_86000000
1567,chr6,82000001,86000000,1875363.0,10130165.0,chr6_84578062_84585818,2.4334158934813273,chr6_82000001_86000000
1568,chr6,84000001,88000000,1941374.0,10490273.0,chr6_86251798_86259614,2.4339022423537147,chr6_84000001_88000000
1569,chr6,86000001,90000000,1937047.0,12193037.0,chr6_88752139_88759980,2.654126647617037,chr6_86000001_90000000
1570,chr6,88000001,92000000,1839116.0,14497505.0,chr6_90415376_90424541,2.978720251873506,chr6_88000001_92000000
1571,chr6,89000001,93000000,1894349.0,11904994.0,chr6_91253062_91259999,2.6517928422812913,chr6_89000001_93000000
1572,chr6,91000001,95000000,2200524.0,8760826.0,chr6_93751087_93759962,1.9932197917947951,chr6_91000001_95000000
1573,chr6,94000001,98000000,2199835.0,4207140.0,chr6_96252017_96260000,0.9354445095621348,chr6_94000001_98000000
1574,chr6,95000001,99000000,2214385.0,3416156.0,chr6_97868024_97878410,0.6254677821906974,chr6_95000001_99000000
1575,chr6,96000001,100000000,2250916.0,4728855.0,chr6_98250094_98260430,1.0709786862845236,chr6_96000001_100000000
1576,chr6,96000001,100000000,2250916.0,4728855.0,chr6_98750407_98760000,1.0709786862845236,chr6_96000001_100000000
1577,chr6,96000001,100000000,2250916.0,4728855.0,chr6_98975328_98984704,1.0709786862845236,chr6_96000001_100000000
1578,chr6,97000001,101000000,2241259.0,7163306.0,chr6_99357856_99367686,1.6763161955974628,chr6_97000001_101000000
1579,chr6,98000001,102000000,2198212.0,6675985.0,chr6_100925677_100936519,1.6026501837540228,chr6_98000001_102000000
1580,chr6,99000001,103000000,2088597.0,6175909.0,chr6_101252868_101259964,1.564117347471172,chr6_99000001_103000000
1581,chr6,101000001,105000000,1978915.0,1663883.0,chr6_103749931_103759969,-0.25015565546355095,chr6_101000001_105000000
1582,chr6,104000001,108000000,1894512.0,977555.0,chr6_106249731_106259929,-0.9545764981224895,chr6_104000001_108000000
1583,chr6,104000001,108000000,1894512.0,977555.0,chr6_106413601_106428008,-0.9545764981224895,chr6_104000001_108000000
1584,chr6,106000001,110000000,1952074.0,2163450.0,chr6_108749036_108759953,0.14832603448524567,chr6_106000001_110000000
1585,chr6,109000001,113000000,1935216.0,2663972.0,chr6_111249659_111259831,0.46108431645848097,chr6_109000001_113000000
1586,chr6,109000001,113000000,1935216.0,2663972.0,chr6_111511078_111522741,0.46108431645848097,chr6_109000001_113000000
1587,chr6,111000001,115000000,1911323.0,9199574.0,chr6_113273415_113282309,2.266995452445382,chr6_111000001_115000000
1588,chr6,111000001,115000000,1911323.0,9199574.0,chr6_113753046_113759979,2.266995452445382,chr6_111000001_115000000
1589,chr6,113000001,117000000,1911565.0,11198326.0,chr6_115493378_115503520,2.5504569219076836,chr6_113000001_117000000
1590,chr6,114000001,118000000,1865622.0,9541930.0,chr6_116249701_116259927,2.354624396225557,chr6_114000001_118000000
1591,chr6,114000001,118000000,1865622.0,9541930.0,chr6_116391857_116401589,2.354624396225557,chr6_114000001_118000000
1592,chr6,116000001,120000000,1987827.0,8865869.0,chr6_118622298_118630305,2.157069840699471,chr6_116000001_120000000
1593,chr6,116000001,120000000,1987827.0,8865869.0,chr6_118751850_118759591,2.157069840699471,chr6_116000001_120000000
1594,chr6,119000001,123000000,1772480.0,8268487.0,chr6_121250398_121259968,2.221854014854673,chr6_119000001_123000000
1595,chr6,119000001,123000000,1772480.0,8268487.0,chr6_121419853_121427793,2.221854014854673,chr6_119000001_123000000
1596,chr6,121000001,125000000,1354256.0,5952389.0,chr6_123740082_123754125,2.1359683297554457,chr6_121000001_125000000
1597,chr6,124000001,128000000,1880056.0,10360569.0,chr6_126241078_126256910,2.462255697400458,chr6_124000001_128000000
1598,chr6,125000001,129000000,1902600.0,10689288.0,chr6_127115243_127126502,2.4901215717723186,chr6_125000001_129000000
1599,chr6,126000001,130000000,1841687.0,7995595.0,chr6_128405655_128428900,2.118177505166242,chr6_126000001_130000000
1600,chr6,126000001,130000000,1841687.0,7995595.0,chr6_128740000_128759986,2.118177505166242,chr6_126000001_130000000
1601,chr6,129000001,133000000,1104848.0,906195.0,chr6_131241616_131259906,-0.2859544679917133,chr6_129000001_133000000
1602,chr6,129000001,133000000,1104848.0,906195.0,chr6_131394281_131407087,-0.2859544679917133,chr6_129000001_133000000
1603,chr6,132000001,136000000,1496788.0,4070330.0,chr6_134725886_134737664,1.4432758676131145,chr6_132000001_136000000
1604,chr6,134000001,138000000,1834224.0,6711793.0,chr6_136251562_136259967,1.8715283867628771,chr6_134000001_138000000
1605,chr6,135000001,139000000,1797105.0,5383061.0,chr6_137130641_137140192,1.5827520697510475,chr6_135000001_139000000
1606,chr6,136000001,140000000,1812900.0,4094532.0,chr6_138748198_138759606,1.1753992151392614,chr6_136000001_140000000
1607,chr6,139000001,143000000,1969403.0,4154252.0,chr6_141251496_141259969,1.0768303728708584,chr6_139000001_143000000
1608,chr6,140000001,144000000,2023344.0,5467247.0,chr6_142506459_142516667,1.4340729338942713,chr6_140000001_144000000
1609,chr6,141000001,145000000,2056114.0,5451616.0,chr6_143751467_143759990,1.406763689308829,chr6_141000001_145000000
1610,chr6,142000001,146000000,2027185.0,7385823.0,chr6_144620601_144630907,1.8652809344954588,chr6_142000001_146000000
1611,chr6,143000001,147000000,2002426.0,7712115.0,chr6_145013106_145023324,1.9453776360507695,chr6_143000001_147000000
1612,chr6,143000001,147000000,2002426.0,7712115.0,chr6_145290946_145300206,1.9453776360507695,chr6_143000001_147000000
1613,chr6,143000001,147000000,2002426.0,7712115.0,chr6_145766781_145778898,1.9453776360507695,chr6_143000001_147000000
1614,chr6,144000001,148000000,1942692.0,7162466.0,chr6_146250194_146259941,1.8823991954431143,chr6_144000001_148000000
1615,chr6,144000001,148000000,1942692.0,7162466.0,chr6_146343262_146354117,1.8823991954431143,chr6_144000001_148000000
1616,chr6,146000001,149736545,1739058.0,4115671.0,chr6_148748380_148759991,1.2428216108315844,chr6_146000001_149736545
1617,chr7,2000001,6000000,796390.0,4404014.0,chr7_4494500_4503468,2.467272044268129,chr7_2000001_6000000
1618,chr7,4000001,8000000,1071289.0,4958181.0,chr7_6245207_6259885,2.2104632121997128,chr7_4000001_8000000
1619,chr7,14000001,18000000,914031.0,4791546.0,chr7_16248012_16259975,2.3901762177050028,chr7_14000001_18000000
1620,chr7,16000001,20000000,1242732.0,9668642.0,chr7_18740071_18759137,2.959798064434968,chr7_16000001_20000000
1621,chr7,23000001,27000000,1131943.0,8373491.0,chr7_25637152_25646167,2.8870279117337563,chr7_23000001_27000000
1622,chr7,24000001,28000000,1372389.0,10995941.0,chr7_26244483_26259941,3.002209698387491,chr7_24000001_28000000
1623,chr7,26000001,30000000,1441700.0,10817081.0,chr7_28190401_28199577,2.9074683451346797,chr7_26000001_30000000
1624,chr7,26000001,30000000,1441700.0,10817081.0,chr7_28580710_28589658,2.9074683451346797,chr7_26000001_30000000
1625,chr7,26000001,30000000,1441700.0,10817081.0,chr7_28750208_28760000,2.9074683451346797,chr7_26000001_30000000
1626,chr7,28000001,32000000,1442172.0,12849912.0,chr7_30278706_30289838,3.155443337117514,chr7_28000001_32000000
1627,chr7,28000001,32000000,1442172.0,12849912.0,chr7_30907838_30915653,3.155443337117514,chr7_28000001_32000000
1628,chr7,29000001,33000000,1015773.0,8646672.0,chr7_31241413_31259382,3.0895669319490207,chr7_29000001_33000000
1629,chr7,31000001,35000000,749997.0,4133655.0,chr7_33740106_33759359,2.4624612547315623,chr7_31000001_35000000
1630,chr7,33000001,37000000,1557880.0,8869572.0,chr7_35730849_35741518,2.509280379033242,chr7_33000001_37000000
1631,chr7,34000001,38000000,1889684.0,11404022.0,chr7_36065257_36074490,2.5933258206699,chr7_34000001_38000000
1632,chr7,34000001,38000000,1889684.0,11404022.0,chr7_36250665_36260001,2.5933258206699,chr7_34000001_38000000
1633,chr7,34000001,38000000,1889684.0,11404022.0,chr7_36933930_36942529,2.5933258206699,chr7_34000001_38000000
1634,chr7,41000001,45000000,1154399.0,7459970.0,chr7_43558219_43567990,2.6920278735407845,chr7_41000001_45000000
1635,chr7,41000001,45000000,1154399.0,7459970.0,chr7_43740140_43759822,2.6920278735407845,chr7_41000001_45000000
1636,chr7,43000001,47000000,1649437.0,16846207.0,chr7_45159603_45168403,3.3523782180846546,chr7_43000001_47000000
1637,chr7,44000001,48000000,1512634.0,15352485.0,chr7_46251598_46259999,3.3433373360465968,chr7_44000001_48000000
1638,chr7,45000001,49000000,1541836.0,11553899.0,chr7_47082742_47091170,2.905658564505895,chr7_45000001_49000000
1639,chr7,45000001,49000000,1541836.0,11553899.0,chr7_47120967_47126928,2.905658564505895,chr7_45000001_49000000
1640,chr7,46000001,50000000,1627412.0,9354649.0,chr7_48751492_48759977,2.5231039886628497,chr7_46000001_50000000
1641,chr7,48000001,52000000,1863447.0,5090951.0,chr7_50550714_50560510,1.4499613932016278,chr7_48000001_52000000
1642,chr7,49000001,53000000,1916556.0,4474745.0,chr7_51251184_51259910,1.2232893176226538,chr7_49000001_53000000
1643,chr7,51000001,55000000,1738403.0,1144266.0,chr7_53749537_53759391,-0.6033401043822141,chr7_51000001_55000000
1644,chr7,54000001,58000000,1894482.0,2071692.0,chr7_56247769_56259828,0.1290060999502485,chr7_54000001_58000000
1645,chr7,56000001,60000000,1637450.0,1803174.0,chr7_58752210_58759979,0.13908776430511685,chr7_56000001_60000000
1646,chr7,59000001,63000000,1173703.0,1015319.0,chr7_61241628_61257488,-0.2091343128487803,chr7_59000001_63000000
1647,chr7,61000001,65000000,1774779.0,4460693.0,chr7_63753717_63759997,1.329628472627544,chr7_61000001_65000000
1648,chr7,62000001,66000000,1887271.0,6442785.0,chr7_64329437_64338789,1.7713828523145496,chr7_62000001_66000000
1649,chr7,63000001,67000000,2029659.0,8676393.0,chr7_65902429_65911922,2.095858039109917,chr7_63000001_67000000
1650,chr7,64000001,68000000,2055046.0,9620947.0,chr7_66252902_66259993,2.227008219535981,chr7_64000001_68000000
1651,chr7,65000001,69000000,2100663.0,9077550.0,chr7_67853347_67862450,2.1114582361072913,chr7_65000001_69000000
1652,chr7,66000001,70000000,2100593.0,7246672.0,chr7_68748543_68759916,1.7865219363297826,chr7_66000001_70000000
1653,chr7,68000001,72000000,2152596.0,3571816.0,chr7_70341561_70349544,0.7305801834062247,chr7_68000001_72000000
1654,chr7,69000001,73000000,2111582.0,2344640.0,chr7_71249261_71259987,0.15104215285940614,chr7_69000001_73000000
1655,chr7,71000001,75000000,2093261.0,4002044.0,chr7_73751066_73759978,0.9349848224232097,chr7_71000001_75000000
1656,chr7,74000001,78000000,2010310.0,2619516.0,chr7_76245000_76259980,0.3818822845602234,chr7_74000001_78000000
1657,chr7,76000001,80000000,2019863.0,6192794.0,chr7_78752414_78759976,1.6163330128600302,chr7_76000001_80000000
1658,chr7,79000001,83000000,1953638.0,11424182.0,chr7_81247806_81259583,2.547855795881091,chr7_79000001_83000000
1659,chr7,79000001,83000000,1953638.0,11424182.0,chr7_81295338_81305484,2.547855795881091,chr7_79000001_83000000
1660,chr7,80000001,84000000,1976147.0,8936219.0,chr7_82829265_82839741,2.1769742734667825,chr7_80000001_84000000
1661,chr7,81000001,85000000,1963637.0,6762029.0,chr7_83073025_83082870,1.7839279472850427,chr7_81000001_85000000
1662,chr7,81000001,85000000,1963637.0,6762029.0,chr7_83656608_83666849,1.7839279472850427,chr7_81000001_85000000
1663,chr7,81000001,85000000,1963637.0,6762029.0,chr7_83748496_83759483,1.7839279472850427,chr7_81000001_85000000
1664,chr7,81000001,85000000,1963637.0,6762029.0,chr7_83818755_83829722,1.7839279472850427,chr7_81000001_85000000
1665,chr7,82000001,86000000,1734821.0,4390259.0,chr7_84272672_84281380,1.3395192407350058,chr7_82000001_86000000
1666,chr7,84000001,88000000,1509626.0,1710451.0,chr7_86240611_86259984,0.18018559968807468,chr7_84000001_88000000
1667,chr7,86000001,90000000,1748180.0,1539643.0,chr7_88745370_88759846,-0.18325786925632348,chr7_86000001_90000000
1668,chr7,87000001,91000000,1939584.0,1857595.0,chr7_89280544_89319616,-0.06231126374037974,chr7_87000001_91000000
1669,chr7,89000001,93000000,2075717.0,2126288.0,chr7_91247463_91259999,0.034727256949229256,chr7_89000001_93000000
1670,chr7,91000001,95000000,1919546.0,1306775.0,chr7_93740090_93759996,-0.5547543734855999,chr7_91000001_95000000
1671,chr7,94000001,98000000,2010275.0,3558096.0,chr7_96252288_96259955,0.8237125645317227,chr7_94000001_98000000
1672,chr7,95000001,99000000,2046288.0,7231243.0,chr7_97771442_97786356,1.8212344495611656,chr7_95000001_99000000
1673,chr7,96000001,100000000,2018005.0,10603925.0,chr7_98153101_98161901,2.3935967172653374,chr7_96000001_100000000
1674,chr7,96000001,100000000,2018005.0,10603925.0,chr7_98752625_98759994,2.3935967172653374,chr7_96000001_100000000
1675,chr7,99000001,103000000,2008166.0,10349064.0,chr7_101246642_101259902,2.365549855918692,chr7_99000001_103000000
1676,chr7,99000001,103000000,2008166.0,10349064.0,chr7_101903725_101915161,2.365549855918692,chr7_99000001_103000000
1677,chr7,101000001,105000000,1577743.0,4796688.0,chr7_103744092_103759996,1.604176380089282,chr7_101000001_105000000
1678,chr7,104000001,108000000,1297883.0,2786079.0,chr7_106240051_106259974,1.1020758316585106,chr7_104000001_108000000
1679,chr7,105000001,109000000,1353620.0,2860548.0,chr7_107684577_107693736,1.079468763170911,chr7_105000001_109000000
1680,chr7,106000001,110000000,1510447.0,3742753.0,chr7_108749723_108759982,1.3091242795713451,chr7_106000001_110000000
1681,chr7,107000001,111000000,1836932.0,5410159.0,chr7_109934012_109950502,1.5583727728646113,chr7_107000001_111000000
1682,chr7,109000001,113000000,2118552.0,8140649.0,chr7_111249436_111259950,1.9420652754096757,chr7_109000001_113000000
1683,chr7,110000001,114000000,2110482.0,7573324.0,chr7_112822310_112835466,1.8433541262306512,chr7_110000001_114000000
1684,chr7,111000001,115000000,2101856.0,6855817.0,chr7_113751352_113759967,1.7056647682127015,chr7_111000001_115000000
1685,chr7,112000001,116000000,2088873.0,6163793.0,chr7_114309196_114317766,1.5610936307098908,chr7_112000001_116000000
1686,chr7,113000001,117000000,2007559.0,5222476.0,chr7_115513233_115523148,1.3792915697503885,chr7_113000001_117000000
1687,chr7,113000001,117000000,2007559.0,5222476.0,chr7_115673962_115684050,1.3792915697503885,chr7_113000001_117000000
1688,chr7,114000001,118000000,1958843.0,5208311.0,chr7_116249796_116259838,1.4108138264869838,chr7_114000001_118000000
1689,chr7,116000001,120000000,1880878.0,6502138.0,chr7_118141089_118152478,1.7895079019079219,chr7_116000001_120000000
1690,chr7,116000001,120000000,1880878.0,6502138.0,chr7_118751335_118759906,1.7895079019079219,chr7_116000001_120000000
1691,chr7,117000001,121000000,1950082.0,6286960.0,chr7_119726311_119746080,1.6888277943026182,chr7_117000001_121000000
1692,chr7,119000001,123000000,2089550.0,6837104.0,chr7_121252567_121260000,1.7101930897550004,chr7_119000001_123000000
1693,chr7,119000001,123000000,2089550.0,6837104.0,chr7_121260027_121270279,1.7101930897550004,chr7_119000001_123000000
1694,chr7,121000001,125000000,2076336.0,6715539.0,chr7_123751541_123759501,1.6934632727552354,chr7_121000001_125000000
1695,chr7,124000001,128000000,1988073.0,11134876.0,chr7_126248882_126259977,2.485642854834791,chr7_124000001_128000000
1696,chr7,124000001,128000000,1988073.0,11134876.0,chr7_126267521_126275964,2.485642854834791,chr7_124000001_128000000
1697,chr7,125000001,129000000,1890750.0,12257263.0,chr7_127106699_127115484,2.696606342669407,chr7_125000001_129000000
1698,chr7,125000001,129000000,1890750.0,12257263.0,chr7_127672637_127683264,2.696606342669407,chr7_125000001_129000000
1699,chr7,126000001,130000000,1840298.0,10354326.0,chr7_128748355_128759985,2.492222340103466,chr7_126000001_130000000
1700,chr7,128000001,132000000,1890641.0,8044380.0,chr7_130238885_130247674,2.0891057867286955,chr7_128000001_132000000
1701,chr7,129000001,133000000,1987809.0,9181320.0,chr7_131249978_131259979,2.2075224438611665,chr7_129000001_133000000
1702,chr7,130000001,134000000,2066782.0,10272381.0,chr7_132256661_132264746,2.3133124884219924,chr7_130000001_134000000
1703,chr7,131000001,135000000,2083240.0,9253573.0,chr7_133748640_133759984,2.151181473363643,chr7_131000001_135000000
1704,chr7,132000001,136000000,2127780.0,9736871.0,chr7_134668240_134677180,2.1941092360357786,chr7_132000001_136000000
1705,chr7,134000001,138000000,2136023.0,8869982.0,chr7_136070464_136079456,2.05400399526515,chr7_134000001_138000000
1706,chr7,134000001,138000000,2136023.0,8869982.0,chr7_136249793_136259988,2.05400399526515,chr7_134000001_138000000
1707,chr7,136000001,140000000,2026883.0,12024295.0,chr7_138213625_138222514,2.568617591348906,chr7_136000001_140000000
1708,chr7,136000001,140000000,2026883.0,12024295.0,chr7_138751656_138759997,2.568617591348906,chr7_136000001_140000000
1709,chr7,139000001,143000000,1759306.0,14900519.0,chr7_141250556_141259982,3.082284241175526,chr7_139000001_143000000
1710,chr7,140000001,144000000,1797388.0,14027253.0,chr7_142382518_142390093,2.9642587287869304,chr7_140000001_144000000
1711,chr7,140000001,144000000,1797388.0,14027253.0,chr7_142662059_142671622,2.9642587287869304,chr7_140000001_144000000
1712,chr7,141000001,145000000,1885836.0,16903624.0,chr7_143752889_143759788,3.164056457865195,chr7_141000001_145000000
1713,chr8,1000001,5000000,704544.0,2618732.0,chr8_3744239_3754817,1.8941067091221722,chr8_1000001_5000000
1714,chr8,4000001,8000000,1470598.0,1593036.0,chr8_6240991_6259597,0.11537594178493674,chr8_4000001_8000000
1715,chr8,6000001,10000000,1844426.0,2851181.0,chr8_8625672_8635363,0.6283877200267601,chr8_6000001_10000000
1716,chr8,6000001,10000000,1844426.0,2851181.0,chr8_8751397_8760001,0.6283877200267601,chr8_6000001_10000000
1717,chr8,9000001,13000000,2040130.0,12027057.0,chr8_11252719_11259979,2.559550669894661,chr8_9000001_13000000
1718,chr8,11000001,15000000,1956973.0,15979382.0,chr8_13751464_13759762,3.029515856734758,chr8_11000001_15000000
1719,chr8,11000001,15000000,1956973.0,15979382.0,chr8_13943289_13953244,3.029515856734758,chr8_11000001_15000000
1720,chr8,13000001,17000000,1825204.0,8930759.0,chr8_15577321_15587903,2.2907250705188487,chr8_13000001_17000000
1721,chr8,14000001,18000000,1901903.0,4981239.0,chr8_16014194_16024428,1.389060964831257,chr8_14000001_18000000
1722,chr8,14000001,18000000,1901903.0,4981239.0,chr8_16252145_16259959,1.389060964831257,chr8_14000001_18000000
1723,chr8,15000001,19000000,1877553.0,3394073.0,chr8_17484997_17502202,0.854163961773963,chr8_15000001_19000000
1724,chr8,16000001,20000000,1665947.0,2511341.0,chr8_18753065_18759951,0.5921154329433838,chr8_16000001_20000000
1725,chr8,16000001,20000000,1665947.0,2511341.0,chr8_18935116_18943560,0.5921154329433838,chr8_16000001_20000000
1726,chr8,21000001,25000000,1674327.0,6005967.0,chr8_23749084_23759998,1.8428152308375103,chr8_21000001_25000000
1727,chr8,23000001,27000000,2054665.0,8062027.0,chr8_25353999_25366311,1.9722394239591,chr8_23000001_27000000
1728,chr8,24000001,28000000,1981584.0,7031375.0,chr8_26248599_26259978,1.827152713979641,chr8_24000001_28000000
1729,chr8,24000001,28000000,1981584.0,7031375.0,chr8_26699075_26710873,1.827152713979641,chr8_24000001_28000000
1730,chr8,26000001,30000000,1923450.0,3828289.0,chr8_28751526_28759983,0.993003416585515,chr8_26000001_30000000
