loci_name,name,id,chr,chr_order,library,adjacent_genes_10kb_tss,adjacent_genes_50kb_tss,adjacent_genes_100kb_tss,adjacent_genes_200kb_tss,adjacent_genes_500kb_tss,adjacent_genes_1000kb_tss,adjacent_genes_1500kb_tss,adjacent_genes_2000kb_tss
chr1_37089878_37099665,1:37089878-37099665,11,1,24.0,CTP13,intergenic,intergenic,Vwa3b,Cnga3; Rpl12-ps1; Tmem131; Vwa3b,4930439A04Rik; 4933424G06Rik; Actr1b; Cnga3; Coa5; Cox5b; Fam178b; Gm33533; Inpp4a; Mgat4a; Rpl12-ps1; Tmem131; Unc50; Vwa3b; Zap70,2010300C02Rik; 4930439A04Rik; 4933424G06Rik; Actr1b; Ankrd23; Ankrd39; Arid5a; Cnga3; Cnnm3; Cnnm4; Coa5; Cox5b; Eif5b; Fam178b; Fer1l5; Gm33280; Gm33533; Inpp4a; Kansl3; Lipt1; Lman2l; Mgat4a; Mir6897; Mitd1; Mrpl30; Neurl3; Rpl12-ps1; Sema4c; Tmem131; Tsga10; Txndc9; Uggt1; Unc50; Vwa3b; Zap70,1110002O04Rik; 2010300C02Rik; 4930439A04Rik; 4933424G06Rik; Actr1b; Ankrd23; Ankrd39; Arid5a; Cnga3; Cnnm3; Cnnm4; Coa5; Cox5b; Eif5b; Fam178b; Fer1l5; Gm16150; Gm16152; Gm33280; Gm33533; Gm34727; Hs6st1; Inpp4a; Kansl3; Lipt1; Lman2l; Mgat4a; Mir6897; Mitd1; Mrpl30; Neurl3; Rev1; Rpl12-ps1; Sema4c; Tmem131; Tsga10; Txndc9; Uggt1; Unc50; Vwa3b; Zap70,1110002O04Rik; 2010300C02Rik; 4930439A04Rik; 4933424G06Rik; Actr1b; Aff3; Ankrd23; Ankrd39; Arid5a; Chst10; Cnga3; Cnnm3; Cnnm4; Coa5; Cox5b; Eif5b; Fam178b; Fer1l5; Gm16150; Gm16152; Gm33280; Gm33533; Gm34727; Gm6621; Hs6st1; Inpp4a; Kansl3; Lipt1; Lman2l; Lonrf2; Mgat4a; Mir6897; Mitd1; Mrpl30; Neurl3; Pdcl3; Rev1; Rpl12-ps1; Sema4c; Tmem131; Tsga10; Txndc9; Uggt1; Unc50; Vwa3b; Zap70
chr1_38751230_38759983,1:38751230-38759983,15,1,25.0,CTP11,intergenic,intergenic,Aff3; Lonrf2,Aff3; Chst10; Gm6621; Lonrf2,Aff3; Chst10; Gm16152; Gm34727; Gm6621; Lonrf2; Npas2; Pdcl3,Aff3; Chst10; Cnot11; Creg2; D930019O06Rik; Eif5b; Gm16150; Gm16152; Gm34727; Gm3617; Gm5100; Gm6621; Lipt1; Lonrf2; Mitd1; Mrpl30; Npas2; Pdcl3; Rev1; Rfx8; Rnf149; Rpl31; Snord89; Tbc1d8; Tsga10; Txndc9,1700066B17Rik; 2010300C02Rik; 4930439A04Rik; Aff3; Chst10; Cnot11; Coa5; Creg2; D930019O06Rik; Eif5b; Gm16150; Gm16152; Gm16894; Gm34727; Gm3617; Gm5100; Gm6621; Il1r1; Il1r2; Inpp4a; Lipt1; Lonrf2; Map4k4; Mgat4a; Mitd1; Mrpl30; Npas2; Pdcl3; Rev1; Rfx8; Rnf149; Rpl31; Snord89; Tbc1d8; Tsga10; Txndc9; Unc50,1700066B17Rik; 2010300C02Rik; 4930439A04Rik; Aff3; Chst10; Cnga3; Cnot11; Coa5; Creg2; D930019O06Rik; Eif5b; Gm16150; Gm16152; Gm16894; Gm17970; Gm34727; Gm3617; Gm5100; Gm6621; Il18r1; Il1r1; Il1r2; Il1rl1; Il1rl2; Inpp4a; Lipt1; Lonrf2; Map4k4; Mgat4a; Mitd1; Mrpl30; Npas2; Pdcl3; Rev1; Rfx8; Rnf149; Rpl12-ps1; Rpl31; Slc9a2; Slc9a4; Snord89; Tbc1d8; Tmem131; Tsga10; Txndc9; Unc50; Vwa3b; Zap70
chr1_39088828_39097732,1:39088828-39097732,12,1,26.0,CTP13,intergenic,intergenic,Npas2,Chst10; Gm6621; Npas2; Pdcl3,Aff3; Chst10; Cnot11; Gm3617; Gm6621; Lonrf2; Npas2; Pdcl3; Rnf149; Rpl31; Snord89; Tbc1d8,1700066B17Rik; Aff3; Chst10; Cnot11; Creg2; D930019O06Rik; Gm16150; Gm16152; Gm16894; Gm34727; Gm3617; Gm5100; Gm6621; Il1r2; Lonrf2; Map4k4; Npas2; Pdcl3; Rev1; Rfx8; Rnf149; Rpl31; Snord89; Tbc1d8,1700066B17Rik; 2010300C02Rik; Aff3; Chst10; Cnot11; Creg2; D930019O06Rik; Eif5b; Gm16150; Gm16152; Gm16894; Gm17970; Gm34727; Gm3617; Gm5100; Gm6621; Il18r1; Il1r1; Il1r2; Il1rl1; Il1rl2; Lipt1; Lonrf2; Map4k4; Mitd1; Mrpl30; Npas2; Pdcl3; Rev1; Rfx8; Rnf149; Rpl31; Slc9a4; Snord89; Tbc1d8; Tsga10; Txndc9,1700066B17Rik; 2010300C02Rik; 4930439A04Rik; Aff3; Chst10; Cnga3; Cnot11; Coa5; Creg2; D930019O06Rik; Eif5b; Gm16150; Gm16152; Gm16894; Gm17970; Gm34727; Gm3617; Gm5100; Gm5973; Gm6621; Il18r1; Il1r1; Il1r2; Il1rl1; Il1rl2; Inpp4a; Lipt1; Lonrf2; Map4k4; Mfsd9; Mgat4a; Mitd1; Mrpl30; Npas2; Pdcl3; Rev1; Rfx8; Rnf149; Rpl31; Slc9a2; Slc9a4; Snord89; Tbc1d8; Tmem182; Tsga10; Txndc9; Unc50
chr1_39755508_39765433,1:39755508-39765433,13,1,27.0,CTP13,intergenic,Rfx8,1700066B17Rik; Rfx8,1700066B17Rik; Creg2; D930019O06Rik; Gm5100; Map4k4; Rfx8; Rnf149,1700066B17Rik; Cnot11; Creg2; D930019O06Rik; Gm16894; Gm3617; Gm5100; Il1r1; Il1r2; Map4k4; Rfx8; Rnf149; Rpl31; Snord89; Tbc1d8,1700066B17Rik; Chst10; Cnot11; Creg2; D930019O06Rik; Gm16894; Gm17970; Gm3617; Gm5100; Gm6621; Il18r1; Il1r1; Il1r2; Il1rl1; Il1rl2; Lonrf2; Map4k4; Npas2; Pdcl3; Rfx8; Rnf149; Rpl31; Slc9a2; Slc9a4; Snord89; Tbc1d8,1700066B17Rik; Aff3; Chst10; Cnot11; Creg2; D930019O06Rik; Gm16152; Gm16894; Gm17970; Gm34727; Gm3617; Gm5100; Gm5973; Gm6621; Il18r1; Il1r1; Il1r2; Il1rl1; Il1rl2; Lonrf2; Map4k4; Mfsd9; Npas2; Pdcl3; Rfx8; Rnf149; Rpl31; Slc9a2; Slc9a4; Snord89; Tbc1d8; Tmem182,1700066B17Rik; Aff3; Chst10; Cnot11; Creg2; D930019O06Rik; Eif5b; Gm16150; Gm16152; Gm16894; Gm17970; Gm34727; Gm3617; Gm5100; Gm5973; Gm6621; Il18r1; Il1r1; Il1r2; Il1rl1; Il1rl2; Lipt1; Lonrf2; Map4k4; Mfsd9; Mitd1; Mrpl30; Npas2; Pdcl3; Rev1; Rfx8; Rnf149; Rpl31; Slc9a2; Slc9a4; Snord89; Tbc1d8; Tmem182; Tsga10; Txndc9
chr1_41248518_41259654,1:41248518-41259654,16,1,28.0,CTP11,intergenic,intergenic,intergenic,intergenic,Gm5973; Mfsd9; Tmem182,Gm17970; Gm29260; Gm5267; Gm5973; Il18r1; Il1rl1; Il1rl2; Mfsd9; Slc9a2; Slc9a4; Tmem182,1700066B17Rik; Gm16894; Gm17970; Gm28175; Gm29260; Gm5267; Gm5973; Il18r1; Il1r1; Il1r2; Il1rl1; Il1rl2; Map4k4; Mfsd9; Pantr1; Pantr2; Pou3f3; Slc9a2; Slc9a4; Tmem182,1700066B17Rik; AI597479; Cnot11; Creg2; D930019O06Rik; Fhl2; Gm16894; Gm17970; Gm28175; Gm29260; Gm3617; Gm5100; Gm5267; Gm5973; Gm8210; Gpr45; Il18r1; Il1r1; Il1r2; Il1rl1; Il1rl2; Map4k4; Mfsd9; Mrps9; Pantr1; Pantr2; Pou3f3; Rfx8; Rnf149; Rpl31; Slc9a2; Slc9a4; Snord89; Tbc1d8; Tgfbrap1; Tmem182
chr1_42246693_42257028,1:42246693-42257028,14,1,29.0,CTP13,Gm28175,Gm28175,Gm28175,Gm28175; Gm5267,Gm28175; Gm29260; Gm5267; Pantr1; Pantr2; Pou3f3,AI597479; Fhl2; Gm28175; Gm29260; Gm5267; Gm8210; Gpr45; Mrps9; Pantr1; Pantr2; Pou3f3; Tgfbrap1,AI597479; Fhl2; Gm28175; Gm29155; Gm29260; Gm5267; Gm5973; Gm8210; Gpr45; Mfsd9; Mrps9; Nck2; Pantr1; Pantr2; Pou3f3; Tgfbrap1; Tmem182,AI597479; Bivm; Ercc5; Fhl2; Gm15833; Gm16103; Gm17970; Gm28175; Gm29155; Gm29260; Gm5267; Gm5973; Gm8210; Gm8241; Gpr45; Il18r1; Il1rl1; Il1rl2; Mettl21c; Mettl21e; Mfsd9; Mrps9; Nck2; Pantr1; Pantr2; Pou3f3; Slc9a2; Slc9a4; Tex30; Tgfbrap1; Tmem182; Tpp2; Uxs1
chr1_43752097_43759984,1:43752097-43759984,17,1,30.0,CTP11,Gm29155,Gm16103; Gm29155,Gm16103; Gm29155; Uxs1,Gm16103; Gm29155; Gm8241; Tpp2; Uxs1,Bivm; Ercc5; Gm15833; Gm16103; Gm29155; Gm8241; Mettl21c; Mettl21e; Nck2; Tex30; Tpp2; Uxs1,4930521E06Rik; AI597479; Bivm; Ercc5; Fhl2; Gm15833; Gm16102; Gm16103; Gm29155; Gm8210; Gm8241; Gpr45; Gulp1; Mettl21c; Mettl21e; Mrps9; Nck2; Tex30; Tgfbrap1; Tpp2; Txn-ps1; Uxs1,4930521E06Rik; AI597479; Bivm; Ercc5; Fhl2; Gm15833; Gm16102; Gm16103; Gm19480; Gm28175; Gm29155; Gm3489; Gm5268; Gm8210; Gm8241; Gpr45; Gulp1; Mettl21c; Mettl21e; Mrps9; Nck2; Pantr1; Pantr2; Pou3f3; Tex30; Tgfbrap1; Tpp2; Txn-ps1; Uxs1,4930521E06Rik; AI597479; Bivm; Col3a1; Col5a2; Ercc5; Fhl2; Gm15833; Gm16102; Gm16103; Gm19480; Gm28175; Gm29155; Gm29260; Gm3489; Gm5267; Gm5268; Gm7063; Gm8210; Gm8241; Gm8296; Gm8304; Gpr45; Gulp1; Mettl21c; Mettl21e; Mrps9; Nck2; Pantr1; Pantr2; Pou3f3; Tex30; Tgfbrap1; Tpp2; Txn-ps1; Uxs1
chr1_45891172_45902631,1:45891172-45902631,15,1,31.0,CTP13,intergenic,Gm5526; Slc40a1,Gm5526; Gm9496; Rpl23a-ps1; Slc40a1; Wdr75,Dnah7b; Gm18849; Gm3852; Gm5526; Gm9496; Rpl23a-ps1; Slc40a1; Wdr75,Col5a2; Dnah7b; Gm18849; Gm3852; Gm5526; Gm7063; Gm8296; Gm8304; Gm9496; Rpl23a-ps1; Slc40a1; Wdr75,Col3a1; Col5a2; Dnah7b; Dnah7c; Gm18849; Gm3852; Gm5268; Gm5526; Gm7063; Gm8296; Gm8304; Gm8326; Gm9496; Rpl23a-ps1; Slc39a10; Slc40a1; Wdr75,4930521E06Rik; Col3a1; Col5a2; Dnah7b; Dnah7c; Gm16102; Gm18849; Gm19480; Gm3489; Gm3852; Gm4852; Gm5268; Gm5526; Gm7063; Gm8296; Gm8304; Gm8326; Gm9496; Gulp1; Rpl23a-ps1; Slc39a10; Slc40a1; Txn-ps1; Wdr75,4930521E06Rik; Bivm; Col3a1; Col5a2; Dnah7b; Dnah7c; Ercc5; Gm15833; Gm16102; Gm18117; Gm18849; Gm19480; Gm3489; Gm3852; Gm4852; Gm5268; Gm5526; Gm7063; Gm8241; Gm8296; Gm8304; Gm8326; Gm8337; Gm9496; Gulp1; Mettl21c; Mettl21e; Rpl23a-ps1; Slc39a10; Slc40a1; Tex30; Tpp2; Txn-ps1; Wdr75
chr1_46240257_46258868,1:46240257-46258868,18,1,32.0,CTP11,intergenic,intergenic,intergenic,Dnah7b; Dnah7c; Gm18849; Gm8326,Dnah7b; Dnah7c; Gm18849; Gm3852; Gm5526; Gm8326; Gm9496; Rpl23a-ps1; Slc40a1; Wdr75,Col3a1; Col5a2; Dnah7b; Dnah7c; Gm18849; Gm3852; Gm5526; Gm7063; Gm8296; Gm8304; Gm8326; Gm9496; Rpl23a-ps1; Slc39a10; Slc40a1; Wdr75,4930521E06Rik; Col3a1; Col5a2; Dnah7b; Dnah7c; Gm18117; Gm18849; Gm19480; Gm3489; Gm3852; Gm4852; Gm5268; Gm5526; Gm7063; Gm8296; Gm8304; Gm8326; Gm8337; Gm9496; Rpl23a-ps1; Slc39a10; Slc40a1; Wdr75,4930521E06Rik; Col3a1; Col5a2; Dnah7b; Dnah7c; Gm16102; Gm18117; Gm18849; Gm19480; Gm3489; Gm3852; Gm4852; Gm5268; Gm5526; Gm7063; Gm8296; Gm8304; Gm8326; Gm8337; Gm9496; Gulp1; Rpl23a-ps1; Slc39a10; Slc40a1; Txn-ps1; Wdr75
chr1_48742008_48759934,1:48742008-48759934,19,1,33.0,CTP11,intergenic,intergenic,intergenic,Gm8357,C230029F24Rik; Gm5974; Gm8357; Gm8367,C230029F24Rik; Gm5974; Gm6757; Gm8357; Gm8367,C230029F24Rik; Gm18117; Gm4852; Gm5974; Gm6757; Gm8337; Gm8357; Gm8367; Gm8384; Gm8391,C230029F24Rik; Gm18117; Gm4852; Gm5974; Gm6757; Gm8337; Gm8357; Gm8367; Gm8384; Gm8391; Slc39a10
chr1_51127686_51139192,1:51127686-51139192,16,1,34.0,CTP13,intergenic,intergenic,intergenic,9330175M20Rik; Gm5253,9330175M20Rik; Gm17767; Gm28321; Gm5253; Nabp1; Tmeff2,9330175M20Rik; Gm17767; Gm18301; Gm28321; Gm31812; Gm3940; Gm5253; Gm8391; Gm8419; Gm8420; Myo1b; Nabp1; Stat1; Stat4; Tmeff2,9330175M20Rik; Gls; Gm17767; Gm18301; Gm28178; Gm28321; Gm31812; Gm3940; Gm5253; Gm5527; Gm553; Gm5976; Gm8384; Gm8391; Gm8419; Gm8420; Myo1b; Nab1; Nabp1; Rps27a-ps1; Stat1; Stat4; Tmeff2,1700019D03Rik; 9330175M20Rik; C230029F24Rik; Gls; Gm16107; Gm17767; Gm18301; Gm28178; Gm28321; Gm28650; Gm31812; Gm3940; Gm5253; Gm5527; Gm553; Gm5976; Gm6757; Gm8367; Gm8384; Gm8391; Gm8419; Gm8420; Hibch; Inpp1; Mfsd6; Mstn; Myo1b; Nab1; Nabp1; Rps27a-ps1; Stat1; Stat4; Tmeff2
chr1_51245791_51259984,1:51245791-51259984,20,1,35.0,CTP11,intergenic,intergenic,9330175M20Rik; Gm5253,9330175M20Rik; Gm5253,9330175M20Rik; Gm17767; Gm28321; Gm5253; Nabp1; Tmeff2,9330175M20Rik; Gls; Gm17767; Gm18301; Gm28321; Gm31812; Gm3940; Gm5253; Gm8419; Gm8420; Myo1b; Nabp1; Stat1; Stat4; Tmeff2,9330175M20Rik; Gls; Gm17767; Gm18301; Gm28178; Gm28321; Gm28650; Gm31812; Gm3940; Gm5253; Gm5527; Gm553; Gm5976; Gm8384; Gm8391; Gm8419; Gm8420; Mfsd6; Myo1b; Nab1; Nabp1; Rps27a-ps1; Stat1; Stat4; Tmeff2,1700019A02Rik; 1700019D03Rik; 9330175M20Rik; Gls; Gm16107; Gm17767; Gm18301; Gm28178; Gm28321; Gm28650; Gm31812; Gm3940; Gm5253; Gm5527; Gm553; Gm5976; Gm6757; Gm8384; Gm8391; Gm8419; Gm8420; Hibch; Inpp1; Mfsd6; Mstn; Myo1b; Nab1; Nabp1; Rps27a-ps1; Stat1; Stat4; Tmeff2
chr1_51617094_51626197,1:51617094-51626197,17,1,36.0,CTP13,intergenic,Gm17767,Gm17767,Gm17767; Nabp1,9330175M20Rik; Gm17767; Gm31812; Gm3940; Gm5253; Gm8419; Gm8420; Myo1b; Nabp1; Stat1; Stat4,9330175M20Rik; Gls; Gm17767; Gm18301; Gm28178; Gm28321; Gm31812; Gm3940; Gm5253; Gm5527; Gm553; Gm5976; Gm8419; Gm8420; Myo1b; Nab1; Nabp1; Rps27a-ps1; Stat1; Stat4; Tmeff2,1700019D03Rik; 9330175M20Rik; Gls; Gm16107; Gm17767; Gm18301; Gm28178; Gm28321; Gm28650; Gm31812; Gm3940; Gm5253; Gm5527; Gm553; Gm5976; Gm8391; Gm8419; Gm8420; Hibch; Inpp1; Mfsd6; Mstn; Myo1b; Nab1; Nabp1; Rps27a-ps1; Stat1; Stat4; Tmeff2,1700019A02Rik; 1700019D03Rik; 9330175M20Rik; Asnsd1; Gls; Gm16107; Gm17767; Gm18301; Gm18800; Gm28178; Gm28321; Gm28650; Gm31812; Gm3940; Gm5253; Gm5527; Gm553; Gm5976; Gm6801; Gm8384; Gm8391; Gm8419; Gm8420; Hibch; Inpp1; Mfsd6; Mstn; Myo1b; Nab1; Nabp1; Ormdl1; Osgepl1; Pms1; Rps27a-ps1; Stat1; Stat4; Tmeff2
chr1_52660757_52671458,1:52660757-52671458,18,1,37.0,CTP13,intergenic,intergenic,Gm28178; Gm28650; Gm5527; Mfsd6,Gm28178; Gm28650; Gm5527; Gm553; Gm5976; Hibch; Inpp1; Mfsd6; Nab1; Rps27a-ps1,1700019D03Rik; Gls; Gm16107; Gm28178; Gm28650; Gm5527; Gm553; Gm5976; Hibch; Inpp1; Mfsd6; Mstn; Nab1; Rps27a-ps1,1700019A02Rik; 1700019D03Rik; Asnsd1; Gls; Gm16107; Gm18301; Gm18800; Gm28178; Gm28650; Gm31812; Gm3940; Gm5527; Gm553; Gm5976; Gm6801; Gm8419; Gm8420; Hibch; Inpp1; Mfsd6; Mstn; Myo1b; Nab1; Ormdl1; Osgepl1; Pms1; Rps27a-ps1; Stat1; Stat4,1700019A02Rik; 1700019D03Rik; 9330175M20Rik; Asnsd1; Dnah7a; Gls; Gm16107; Gm17767; Gm18301; Gm18800; Gm28178; Gm28650; Gm31812; Gm3940; Gm5253; Gm5527; Gm553; Gm5976; Gm6801; Gm8419; Gm8420; Hibch; Inpp1; Mfsd6; Mir7681; Mstn; Myo1b; Nab1; Nabp1; Ormdl1; Osgepl1; Pms1; Rps27a-ps1; Stat1; Stat4; Stk17b,1700019A02Rik; 1700019D03Rik; 9330175M20Rik; Asnsd1; Ccdc150; Dnah7a; Gls; Gm16107; Gm17767; Gm18301; Gm18800; Gm19637; Gm28178; Gm28321; Gm28650; Gm31812; Gm34066; Gm3940; Gm5253; Gm5527; Gm553; Gm5976; Gm6801; Gm8419; Gm8420; Gtf3c3; Hecw2; Hibch; Inpp1; Mfsd6; Mir7681; Mstn; Myo1b; Nab1; Nabp1; Ormdl1; Osgepl1; Pgap1; Pms1; Rps27a-ps1; Stat1; Stat4; Stk17b; Tmeff2
chr1_53741172_53759401,1:53741172-53759401,21,1,38.0,CTP11,intergenic,Dnah7a; Stk17b,Dnah7a; Mir7681; Stk17b,Dnah7a; Mir7681; Stk17b,Asnsd1; Ccdc150; Dnah7a; Gm18800; Gm6801; Hecw2; Mir7681; Ormdl1; Osgepl1; Pms1; Stk17b,1700019A02Rik; 1700019D03Rik; 4930444A19Rik; Asnsd1; Ccdc150; Dnah7a; Gm16107; Gm18800; Gm19637; Gm28650; Gm34066; Gm6801; Gtf3c3; Hecw2; Hibch; Inpp1; Mir7681; Mstn; Ormdl1; Osgepl1; Pgap1; Pms1; Stk17b,1700019A02Rik; 1700019D03Rik; 4930444A19Rik; Ankrd44; Asnsd1; Ccdc150; Coq10b; Dnah7a; Gm10561; Gm16107; Gm16581; Gm17971; Gm18800; Gm19637; Gm28178; Gm28650; Gm34066; Gm5147; Gm5527; Gm553; Gm5976; Gm6801; Gm6822; Gtf3c3; Hecw2; Hibch; Hspd1; Hspe1; Inpp1; Mars2; Mfsd6; Mir7681; Mob4; Mstn; Nab1; Ormdl1; Osgepl1; Pgap1; Pms1; Rftn2; Rps27a-ps1; Sf3b1; Stk17b,1700019A02Rik; 1700019D03Rik; 4930444A19Rik; Ankrd44; Asnsd1; Boll; Ccdc150; Coq10b; Dnah7a; Gls; Gm10561; Gm16107; Gm16581; Gm17971; Gm18301; Gm18800; Gm19637; Gm28178; Gm28650; Gm29138; Gm31812; Gm34066; Gm3940; Gm5147; Gm5527; Gm553; Gm5976; Gm6644; Gm6801; Gm6822; Gm8292; Gm8419; Gm8420; Gtf3c3; Hecw2; Hibch; Hspd1; Hspe1; Inpp1; Mars2; Mfsd6; Mir7681; Mob4; Mstn; Myo1b; Nab1; Ormdl1; Osgepl1; Pgap1; Plcl1; Pms1; Rftn2; Rps27a-ps1; Sf3b1; Stat1; Stat4; Stk17b
chr1_54851243_54861152,1:54851243-54861152,19,1,39.0,CTP13,intergenic,intergenic,Ankrd44,4930444A19Rik; Ankrd44; Coq10b; Sf3b1,4930444A19Rik; Ankrd44; Coq10b; Gm10561; Gm16581; Gm17971; Gm19637; Gm34066; Gm5147; Gm6822; Gm8292; Gtf3c3; Hspd1; Hspe1; Mars2; Mob4; Pgap1; Rftn2; Sf3b1,4930444A19Rik; Ankrd44; Boll; Ccdc150; Coq10b; Gm10561; Gm16581; Gm17971; Gm19637; Gm29138; Gm34066; Gm5147; Gm6644; Gm6822; Gm8292; Gtf3c3; Hecw2; Hspd1; Hspe1; Mars2; Mob4; Pgap1; Plcl1; Rftn2; Sf3b1,4930444A19Rik; 9130227L01Rik; Ankrd44; Asnsd1; Boll; Ccdc150; Coq10b; Dnah7a; Gm10561; Gm16581; Gm17971; Gm19637; Gm29138; Gm34066; Gm5147; Gm6644; Gm6801; Gm6822; Gm8292; Gtf3c3; Hecw2; Hspd1; Hspe1; Mars2; Mir7681; Mob4; Pgap1; Plcl1; Rftn2; Sf3b1; Stk17b,1700019A02Rik; 1700019D03Rik; 4930444A19Rik; 9130227L01Rik; Ankrd44; Asnsd1; Boll; Ccdc150; Coq10b; Dnah7a; Gm10561; Gm16107; Gm16581; Gm17971; Gm18800; Gm19637; Gm29138; Gm34066; Gm5147; Gm6644; Gm6801; Gm6822; Gm8292; Gtf3c3; Hecw2; Hspd1; Hspe1; Mars2; Mir7681; Mob4; Mstn; Ormdl1; Osgepl1; Pgap1; Plcl1; Pms1; Rftn2; Sf3b1; Stk17b
chr1_55201402_55215684,1:55201402-55215684,20,1,40.0,CTP13,intergenic,Gm10561; Gm6822; Mars2; Rftn2,Gm10561; Gm16581; Gm5147; Gm6822; Mars2; Mob4; Rftn2,Boll; Coq10b; Gm10561; Gm16581; Gm17971; Gm29138; Gm5147; Gm6822; Gm8292; Hspd1; Hspe1; Mars2; Mob4; Plcl1; Rftn2; Sf3b1,Ankrd44; Boll; Coq10b; Gm10561; Gm16581; Gm17971; Gm29138; Gm5147; Gm6644; Gm6822; Gm8292; Hspd1; Hspe1; Mars2; Mob4; Plcl1; Rftn2; Sf3b1,4930444A19Rik; 9130227L01Rik; Ankrd44; Boll; Ccdc150; Coq10b; Gm10561; Gm16581; Gm17971; Gm19637; Gm29138; Gm34066; Gm5147; Gm6644; Gm6822; Gm8292; Gtf3c3; Hspd1; Hspe1; Mars2; Mob4; Pgap1; Plcl1; Rftn2; Sf3b1,4930444A19Rik; 9130227L01Rik; Ankrd44; Boll; Ccdc150; Coq10b; Dnah7a; Gm10561; Gm16581; Gm17971; Gm19637; Gm29138; Gm34066; Gm5147; Gm6644; Gm6822; Gm8292; Gtf3c3; Hecw2; Hspd1; Hspe1; Mars2; Mir7681; Mob4; Pgap1; Plcl1; Rftn2; Sf3b1; Stk17b,4930444A19Rik; 9130024F11Rik; 9130227L01Rik; Ankrd44; Asnsd1; BC055402; Boll; Ccdc150; Coq10b; Dnah7a; Gm10561; Gm16581; Gm17971; Gm18800; Gm19637; Gm29138; Gm34066; Gm5147; Gm6644; Gm6801; Gm6822; Gm8292; Gtf3c3; Hecw2; Hspd1; Hspe1; Mars2; Mir7681; Mob4; Ormdl1; Osgepl1; Pgap1; Plcl1; Pms1; Rftn2; Satb2; Sf3b1; Stk17b
chr1_55447113_55457262,1:55447113-55457262,21,1,41.0,CTP13,Gm6644,Gm6644; Plcl1,Boll; Gm29138; Gm6644; Plcl1,Boll; Gm29138; Gm6644; Gm8292; Plcl1,9130227L01Rik; Boll; Coq10b; Gm10561; Gm16581; Gm17971; Gm29138; Gm5147; Gm6644; Gm6822; Gm8292; Hspd1; Hspe1; Mars2; Mob4; Plcl1; Rftn2; Sf3b1,4930444A19Rik; 9130227L01Rik; Ankrd44; Boll; Coq10b; Gm10561; Gm16581; Gm17971; Gm19637; Gm29138; Gm34066; Gm5147; Gm6644; Gm6822; Gm8292; Hspd1; Hspe1; Mars2; Mob4; Pgap1; Plcl1; Rftn2; Sf3b1,4930444A19Rik; 9130227L01Rik; Ankrd44; Boll; Ccdc150; Coq10b; Gm10561; Gm16581; Gm17971; Gm19637; Gm29138; Gm34066; Gm5147; Gm6644; Gm6822; Gm8292; Gtf3c3; Hecw2; Hspd1; Hspe1; Mars2; Mob4; Pgap1; Plcl1; Rftn2; Sf3b1,1700066M21Rik; 4930444A19Rik; 4930558J18Rik; 9130024F11Rik; 9130227L01Rik; Ankrd44; BC055402; Boll; Ccdc150; Coq10b; Dnah7a; Gm10561; Gm16581; Gm17971; Gm19637; Gm29138; Gm34066; Gm5147; Gm5254; Gm6644; Gm6822; Gm8292; Gtf3c3; Hecw2; Hspd1; Hspe1; Mars2; Mir7681; Mob4; Pgap1; Plcl1; Rftn2; Satb2; Sf3b1; Stk17b; Tyw5
chr1_55687134_55701766,1:55687134-55701766,22,1,42.0,CTP13,intergenic,intergenic,intergenic,intergenic,9130227L01Rik; Boll; Gm10561; Gm29138; Gm6644; Gm8292; Mars2; Plcl1; Rftn2,9130227L01Rik; Ankrd44; Boll; Coq10b; Gm10561; Gm16581; Gm17971; Gm29138; Gm5147; Gm6644; Gm6822; Gm8292; Hspd1; Hspe1; Mars2; Mob4; Plcl1; Rftn2; Sf3b1,4930444A19Rik; 9130024F11Rik; 9130227L01Rik; Ankrd44; Boll; Ccdc150; Coq10b; Gm10561; Gm16581; Gm17971; Gm19637; Gm29138; Gm34066; Gm5147; Gm6644; Gm6822; Gm8292; Gtf3c3; Hecw2; Hspd1; Hspe1; Mars2; Mob4; Pgap1; Plcl1; Rftn2; Satb2; Sf3b1,1700066M21Rik; 4930444A19Rik; 4930558J18Rik; 9130024F11Rik; 9130227L01Rik; Ankrd44; BC055402; Boll; Ccdc150; Coq10b; Dnah7a; Gm10561; Gm16581; Gm17971; Gm19637; Gm29138; Gm34066; Gm5147; Gm5254; Gm6644; Gm6822; Gm8292; Gtf3c3; Hecw2; Hspd1; Hspe1; Mars2; Mir7681; Mob4; Pgap1; Plcl1; Rftn2; Satb2; Sf3b1; Stk17b; Tyw5
