,gene,chr,start,end
21258,Sntg2,chr12,30174481,30373375
21259,Sntn,chr14,13670875,13683148
21260,Snupn,chr9,56950877,56983206
21261,Snurf,chr7,59995448,60005049
21262,Snw1,chr12,87449935,87472299
21263,Snx1,chr9,66088132,66126587
21264,Snx10,chr6,51523900,51590679
21265,Snx11,chr11,96767554,96777559
21266,Snx12,chrX,101097785,101222563
21267,Snx13,chr12,35047188,35147469
21268,Snx14,chr9,88376749,88438958
21269,Snx15,chr19,6119398,6128304
21270,Snx16,chr3,10417816,10440102
21271,Snx17,chr5,31193226,31199143
21272,Snx18,chr13,113592179,113618564
21273,Snx19,chr9,30427328,30466726
21274,Snx2,chr18,53176364,53220860
21275,Snx20,chr8,88626562,88636128
21276,Snx21,chr2,164785822,164793816
21277,Snx22,chr9,66065175,66069731
21278,Snx24,chr18,53245661,53390823
21279,Snx25,chr8,46033260,46152159
21280,Snx27,chr3,94497543,94582716
21281,Snx29,chr16,11322907,11755472
21282,Snx3,chr10,42502029,42535381
21283,Snx30,chr4,59805839,59904737
21284,Snx31,chr15,36504061,36555573
21285,Snx32,chr19,5495277,5510489
21286,Snx33,chr9,56917199,56928371
21287,Snx4,chr16,33251455,33299562
21288,Snx5,chr2,144250122,144270906
21289,Snx6,chr12,54746348,54795703
21290,Snx7,chr3,117781646,117868936
21291,Snx8,chr5,140340298,140389262
21292,Snx9,chr17,5841327,5931033
21293,Soat1,chr1,156424524,156474331
21294,Soat2,chr15,102150525,102163474
21295,Sobp,chr10,43002499,43174530
21296,Socs1,chr16,10783807,10785536
21297,Socs2,chr10,95385361,95417180
21298,Socs3,chr11,117966078,117970047
21299,Socs4,chr14,47276930,47296098
21300,Socs5,chr17,87107678,87137583
21301,Socs6,chr18,88665223,88927481
21302,Socs7,chr11,97362550,97398542
21303,Sod1,chr16,90220741,90226322
21304,Sod2,chr17,13007838,13018119
21305,Sod3,chr5,52363790,52371418
21306,Soga1,chr2,157015798,157079254
21307,Sohlh1,chr2,25842994,25847248
21308,Sohlh2,chr3,55182027,55209957
21309,Son,chr16,91647505,91679221
21310,Sorbs2,chr8,45507787,45827906
21311,Sorbs2os,chr8,45723324,45819297
21312,Sorbs3,chr14,70180467,70207637
21313,Sorcs1,chr19,50143298,50678646
21314,Sorcs2,chr5,36017179,36398139
21315,Sorcs3,chr19,48206024,48805505
21316,Sord,chr2,122234748,122265340
21317,Sorl1,chr9,41964719,42124297
21318,Sort1,chr3,108284081,108361511
21319,Sos1,chr17,80393751,80480453
21320,Sos2,chr12,69583761,69681852
21321,Sost,chr11,101962457,101967015
21322,Sostdc1,chr12,36314168,36318452
21323,Sowaha,chr11,53476572,53480274
21324,Sowahb,chr5,93041122,93045022
21325,Sowahc,chr10,59221952,59226434
21326,Sowahd,chrX,37048844,37050418
21327,Sox1,chr8,12395294,12400126
21328,Sox10,chr15,79154912,79164490
21329,Sox11,chr12,27334263,27342574
21330,Sox12,chr2,152393610,152398063
21331,Sox13,chr1,133382302,133424377
21332,Sox14,chr9,99874105,99876170
21333,Sox15,chr11,69655313,69656727
21334,Sox17,chr1,4490930,4497354
21335,Sox18,chr2,181669835,181671640
21336,Sox2,chr3,34650404,34652461
21337,Sox21,chr14,118233231,118237030
21338,Sox2ot,chr3,34104269,34682619
21339,Sox3,chrX,60891365,60893430
21340,Sox30,chr11,45980309,46017994
21341,Sox4,chr13,28948918,28953713
21342,Sox5,chr6,143828424,144781977
21343,Sox5it,chr6,144670426,144672720
21344,Sox5os1,chr6,144021907,144023778
21345,Sox5os3,chr6,144672867,144693834
21346,Sox6,chr7,115470871,116038796
21347,Sox6os,chr7,116031978,116032550
21348,Sox7,chr14,63943673,63950732
21349,Sox8,chr17,25565891,25570686
21350,Sox9,chr11,112782223,112787760
21351,Sp1,chr15,102406142,102436404
21352,Sp100,chr1,85649987,85709998
21353,Sp110,chr1,85576898,85598817
21354,Sp140,chr1,85600377,85645037
21355,Sp2,chr11,96953340,96982959
21356,Sp3,chr2,72936426,72980446
21357,Sp3os,chr2,72979423,72988677
21358,Sp4,chr12,118234932,118301440
21359,Sp5,chr2,70474922,70477729
21360,Sp6,chr11,97013393,97024734
21361,Sp7,chr15,102356608,102366325
21362,Sp8,chr12,118846328,118852578
21363,Sp9,chr2,73271924,73284706
21364,Spa17,chr9,37603294,37613720
21365,Spaca1,chr4,34024873,34050191
21366,Spaca3,chr11,80858364,80867814
21367,Spaca4,chr7,45725106,45725813
21368,Spaca6,chr17,17830718,17843009
21369,Spaca7,chr8,12573028,12600744
21370,Spaca9,chr2,28692079,28699727
21371,Spag1,chr15,36179367,36235610
21372,Spag11a,chr8,19157885,19159578
21373,Spag11b,chr8,19140758,19143010
21374,Spag16,chr1,69826969,70725132
21375,Spag17os,chr3,100100683,100106895
21376,Spag4,chr2,156065174,156070617
21377,Spag5,chr11,78301528,78322457
21378,Spag6,chr2,18694031,18750413
21379,Spag6l,chr16,16753015,16829456
21380,Spag7,chr11,70663770,70669416
21381,Spag8,chr4,43651334,43653594
21382,Spag9,chr11,93996090,94126085
21383,Spam1,chr6,24791187,24801048
21384,Spanxn4,chr12,62687821,62688244
21385,Sparc,chr11,55394499,55420080
21386,Sparcl1,chr5,104079110,104113733
21387,Spast,chr17,74338986,74391113
21388,Spata1,chr3,146457195,146499753
21389,Spata13,chr14,60634000,60764556
21390,Spata16,chr3,26637619,26983212
21391,Spata17,chr1,187044647,187215465
21392,Spata18,chr5,73651378,73679512
21393,Spata19,chr9,27396820,27401710
21394,Spata2,chr2,167481132,167492887
21395,Spata20,chr11,94478903,94486179
21396,Spata21,chr4,141088332,141112760
21397,Spata22,chr11,73329740,73355913
21398,Spata24,chr18,35656689,35662186
21399,Spata25,chr2,164826388,164828537
21400,Spata2l,chr8,123232254,123236209
21401,Spata3,chr1,86016815,86029958
21402,Spata31,chr13,64917405,64923184
21403,Spata31d1a,chr13,59700082,59706197
21404,Spata31d1b,chr13,59712283,59719289
21405,Spata31d1c,chr13,65033057,65038004
21406,Spata31d1d,chr13,59725924,59731752
21407,Spata32,chr11,103208126,103218432
21408,Spata33,chr8,123212857,123222045
21409,Spata4,chr8,54600780,54610098
21410,Spata45,chr1,191036638,191042942
21411,Spata5,chr3,37419895,37579096
21412,Spata5l1,chr2,122630624,122632930
21413,Spata6,chr4,111719983,111829184
21414,Spata7,chr12,98628156,98669815
21415,Spata9,chr13,75967738,75998968
21416,Spatc1,chr15,76268088,76292572
21417,Spatc1l,chr10,76562271,76570201
21418,Spats1,chr17,45448936,45474938
21419,Spats2,chr15,99126577,99213206
21420,Spats2l,chr1,57774161,57948394
21421,Spc24,chr9,21755441,21760286
21422,Spc25,chr2,69193894,69206194
21423,Spcs1,chr14,30999825,31001672
21424,Spcs2,chr7,99837568,99863462
21425,Spcs3,chr8,54520432,54529998
21426,Spdef,chr17,27714351,27728951
21427,Spdl1,chr11,34809189,34833641
21428,Spdya,chr17,71552060,71589533
21429,Spdye4a,chr5,143216315,143226890
21430,Spdye4b,chr5,143181016,143205075
21431,Specc1,chr11,61956762,62223013
21432,Specc1l,chr10,75212072,75312399
21433,Speer2,chr16,69856873,69863744
21434,Speer3,chr5,13791618,13796820
21435,Speer4a,chr5,26032845,26039558
21436,Speer4b,chr5,27495638,27501438
21437,Speer4c,chr5,15709500,15714271
21438,Speer4cos,chr5,15680709,15714596
21439,Speer4d,chr5,15619063,15623864
21440,Speer4f1,chr5,17476097,17480936
21441,Speer9-ps1,chr7,3128145,3144992
21442,Spef1,chr2,131170260,131187282
21443,Spef2,chr15,9578192,9748868
21444,Speg,chr1,75375296,75432320
21445,Spem1,chr11,69820875,69822180
21446,Spen,chr4,141467889,141538597
21447,Spert,chr14,75582833,75593116
21448,Spesp1,chr9,62270728,62282179
21449,Spg11,chr2,122053519,122118386
21450,Spg20,chr3,55112107,55137322
21451,Spg21,chr9,65460936,65488470
21452,Spg7,chr8,123062941,123097760
21453,Sphk1,chr11,116530924,116536674
21454,Sphk2,chr7,45709466,45718002
21455,Sphkap,chr1,83254138,83408200
21456,Spi1,chr2,91082389,91115756
21457,Spib,chr7,44525992,44532071
21458,Spic,chr10,88674771,88685015
21459,Spice1,chr16,44347120,44388497
21460,Spidr,chr16,15889226,16146851
21461,Spin1,chr13,51100879,51152546
21462,Spin2-ps6,chrX,33234868,33235393
21463,Spin2c,chrX,153832224,153834243
21464,Spin2d,chrX,73175301,73176989
21465,Spin2e,chrX,31618215,31618920
21466,Spin2g,chrX,34237048,34238733
21467,Spin4,chrX,95022509,95026682
21468,Spink1,chr18,43728068,43737237
21469,Spink10,chr18,62548910,62661366
21470,Spink11,chr18,44190044,44196177
21471,Spink12,chr18,44104406,44108543
21472,Spink13,chr18,62607538,62741387
21473,Spink14,chr18,44027868,44032208
21474,Spink2,chr5,77205106,77211471
21475,Spink4,chr4,40920051,40931395
21476,Spink5,chr18,43963234,44022501
21477,Spink6,chr18,44071392,44083610
21478,Spink8,chr9,109812279,109826633
21479,Spinkl,chr18,44166357,44175073
21480,Spint1,chr2,119237361,119249527
21481,Spint2,chr7,29256322,29281912
21482,Spint3,chr2,164569694,164573459
21483,Spint4,chr2,164698500,164702453
21484,Spint5,chr2,164715304,164718068
21485,Spire1,chr18,67488208,67552777
21486,Spire2,chr8,123332712,123369515
21487,Spn,chr7,127132231,127137823
21488,Spns1,chr7,126370059,126377450
21489,Spns2,chr11,72451637,72489904
21490,Spns3,chr11,72494918,72550506
21491,Spo11,chr2,172977699,172993576
21492,Spock1,chr13,57421194,57908314
21493,Spock2,chr10,60106218,60135198
21494,Spock3,chr8,62951008,63357103
21495,Spon1,chr7,113765997,114043370
21496,Spon2,chr5,33198183,33218455
21497,Spop,chr11,95414079,95493406
21498,Spopl,chr2,23506219,23572106
21499,Spp1,chr5,104435117,104441050
21500,Spp2,chr1,88406960,88426438
21501,Sppl2a,chr2,126890390,126933235
21502,Sppl2b,chr10,80855274,80868705
21503,Sppl2c,chr11,104186326,104191163
21504,Sppl3,chr5,115011136,115098790
21505,Spr,chr6,85130175,85137766
21506,Spr-ps1,chr6,85152620,85156223
21507,Spred1,chr2,117121373,117182279
21508,Spred2,chr11,19924374,20024026
21509,Spred3,chr7,29158828,29170411
21510,Sprn,chr7,140150627,140154877
21511,Sprr1a,chr3,92483951,92485895
21512,Sprr1b,chr3,92436808,92438789
21513,Sprr2a1,chr3,92215798,92221911
21514,Sprr2a2,chr3,92215919,92256724
21515,Sprr2a3,chr3,92285416,92291405
21516,Sprr2b,chr3,92316619,92318085
21517,Sprr2d,chr3,92339139,92340873
21518,Sprr2e,chr3,92352142,92353449
21519,Sprr2f,chr3,92365186,92366442
21520,Sprr2g,chr3,92373914,92375229
21521,Sprr2h,chr3,92385684,92387324
21522,Sprr2i,chr3,92407990,92409271
21523,Sprr2j-ps,chr3,92418081,92419396
21524,Sprr2k,chr3,92432581,92433925
21525,Sprr4,chr3,92500262,92500493
21526,Sprtn,chr8,124897885,124903813
21527,Spry1,chr3,37639946,37644598
21528,Spry2,chr14,105891948,105896819
21529,Spry4,chr18,38586267,38601268
21530,Spryd3,chr15,102116527,102136234
21531,Spryd4,chr10,128209907,128211794
21532,Spryd7,chr14,61531992,61556886
21533,Spsb1,chr4,149896282,149955043
21534,Spsb2,chr6,124808660,124810619
21535,Spsb3,chr17,24886642,24892152
21536,Spsb4,chr9,96943481,97018843
21537,Spta1,chr1,174172775,174248450
21538,Sptan1,chr2,29965559,30031451
21539,Sptb,chr12,76580487,76710547
21540,Sptbn1,chr11,30099394,30268175
21541,Sptbn2,chr19,4711207,4752353
21542,Sptbn4,chr7,27356382,27447686
21543,Sptlc1,chr13,53332715,53377365
21544,Sptlc2,chr12,87305057,87388355
21545,Sptlc3,chr2,139493912,139637674
21546,Sptssa,chr12,54645373,54656572
21547,Sptssb,chr3,69819541,69859940
21548,Spty2d1,chr7,46990395,47008411
21549,Spz1,chr13,92574630,92576232
21550,Sqle,chr15,59315076,59331192
21551,Sqrdl,chr2,122765236,122809569
21552,Sqstm1,chr11,50199365,50210827
21553,Sra1,chr18,36666680,36679366
21554,Src,chr2,157418443,157471862
21555,Srcap,chr7,127511982,127561219
21556,Srcin1,chr11,97509339,97576186
21557,Srd5a1,chr13,69573448,69611442
21558,Srd5a2,chr17,74017705,74047916
21559,Srd5a3,chr5,76140270,76155504
21560,Srebf1,chr11,60199088,60222581
21561,Srebf2,chr15,82147265,82205376
21562,Srek1,chr13,103739347,103774608
21563,Srek1ip1,chr13,104792483,104839274
21564,Srf,chr17,46546838,46556162
21565,Srfbp1,chr18,52465692,52490738
21566,Srgap1,chr10,121780990,122047315
21567,Srgap2,chr1,131285250,131527352
21568,Srgap3,chr6,112717970,112947266
21569,Srgn,chr10,62493832,62527451
21570,Sri,chr5,8046077,8069379
21571,Srl,chr16,4480215,4541816
21572,Srm,chr4,148591502,148594993
21573,Srms,chr2,181205561,181213185
21574,Srp14,chr2,118475849,118479711
21575,Srp19,chr18,34330846,34336599
21576,Srp54b,chr12,55155103,55263020
21577,Srp68,chr11,116245165,116274217
21578,Srp72,chr5,76974682,76999937
21579,Srp9,chr1,182124736,182132407
21580,Srpk1,chr17,28587647,28622521
21581,Srpk2,chr5,23503263,23684617
21582,Srpk3,chrX,73774404,73778925
21583,Srpr,chr9,35200174,35247973
21584,Srprb,chr9,103188031,103202137
21585,Srpx,chrX,10037976,10117709
21586,Srpx2,chrX,133908425,133932446
21587,Srr,chr11,74906358,74925948
21588,Srrd,chr5,112337391,112343040
21589,Srrm1,chr4,135320483,135353321
21590,Srrm2,chr17,23790661,23824741
21591,Srrm3,chr5,135806889,135874772
21592,Srrm3os,chr5,135843056,135844946
21593,Srrm4,chr5,116439274,116591817
21594,Srrm4os,chr5,116438719,116465487
21595,Srrt,chr5,137295703,137307674
21596,Srsf1,chr11,88047372,88053755
21597,Srsf10,chr4,135855746,135869908
21598,Srsf11,chr3,158010472,158036639
21599,Srsf12,chr4,33208990,33233340
21600,Srsf2,chr11,116849900,116853094
21601,Srsf3,chr17,29032672,29043366
21602,Srsf4,chr4,131873616,131901706
21603,Srsf5,chr12,80945503,80950507
21604,Srsf6,chr2,162931527,162937121
21605,Srsf7,chr17,80200088,80207305
21606,Srsf9,chr5,115327176,115333080
21607,Srsx,chrX,123221398,123222481
21608,Srsy,chrY,17935712,17937330
21609,Srxn1,chr2,152105515,152111376
21610,Sry,chrY,2662470,2663658
21611,Ss18,chr18,14624197,14682914
21612,Ss18l1,chr2,180042508,180070201
21613,Ssb,chr2,69861561,69871846
21614,Ssbp1,chr6,40471351,40484700
21615,Ssbp2,chr13,91460282,91703429
21616,Ssbp3,chr4,106910700,107049694
21617,Ssbp4,chr8,70597489,70608872
21618,Ssc4d,chr5,135960210,135974531
21619,Ssc5d,chr7,4925784,4944826
21620,Ssfa2,chr2,79635351,79672966
21621,Ssh1,chr5,113937093,113993894
21622,Ssh2,chr11,77216286,77460220
21623,Ssh3,chr19,4261667,4269172
21624,Ssmem1,chr6,30509848,30520254
21625,Ssna1,chr2,25271038,25272438
21626,Sspn,chr6,145931640,145965223
21627,Sspnos,chr6,145951655,145957534
21628,Sspo,chr6,48448228,48501250
21629,Ssr1,chr13,37971400,37994190
21630,Ssr2,chr3,88575875,88588419
21631,Ssr3,chr3,65379654,65392623
21632,Ssr4,chrX,73787027,73790830
21633,Ssrp1,chr2,85037233,85047109
21634,Sssca1,chr19,5728087,5731732
21635,Sst,chr16,23889580,23890844
21636,Sstr1,chr12,58211771,58214444
21637,Sstr2,chr11,113619341,113626028
21638,Sstr3,chr15,78537014,78544345
21639,Sstr4,chr2,148395343,148396767
21640,Sstr5,chr17,25489874,25497288
21641,Ssty1,chrY,18089115,18091556
21642,Ssty2,chrY,67045742,67048072
21643,Ssu2,chr6,112359323,112388023
21644,Ssu72,chr4,155704799,155733879
21645,Ssx2ip,chr3,146404641,146440144
21646,Ssx9,chrX,8748431,8754587
21647,Ssxa1,chrX,21115819,21121192
21648,Ssxb1,chrX,8413304,8422157
21649,Ssxb10,chrX,8327423,8336237
21650,Ssxb2,chrX,8454344,8461726
21651,Ssxb3,chrX,8583403,8591816
21652,Ssxb5,chrX,8803690,8809386
21653,Ssxb6,chrX,8542607,8548255
21654,Ssxb9,chrX,8366977,8375390
21655,St13,chr15,81363668,81400077
21656,St14,chr9,31089401,31131853
21657,St18,chr1,6487230,6860940
21658,St3gal1,chr15,67102874,67113992
21659,St3gal2,chr8,110919921,110972480
21660,St3gal3,chr4,117932153,118134914
21661,St3gal4,chr9,35046578,35116810
21662,St3gal5,chr6,72097591,72154571
21663,St3gal6,chr16,58468124,58524243
21664,St5,chr7,109523910,109703605
21665,St6gal1,chr16,23224739,23360350
21666,St6gal2,chr17,55445381,55514581
21667,St6galnac1,chr11,116765024,116775507
21668,St6galnac2,chr11,116675302,116694868
21669,St6galnac3,chr3,153198265,153725174
21670,St6galnac4,chr2,32587094,32599698
21671,St6galnac5,chr3,152817080,152982246
21672,St6galnac6,chr2,32599708,32620806
21673,St7,chr6,17692932,17943025
21674,St7l,chr3,104864004,104930064
21675,St8sia1,chr6,142821544,142964452
21676,St8sia2,chr7,73939118,74013690
21677,St8sia3,chr18,64254358,64276146
21678,St8sia3os,chr18,64157720,64277180
21679,St8sia4,chr1,95587681,95667571
21680,St8sia5,chr18,77185852,77255450
21681,St8sia6,chr2,13651020,13794064
21682,Stab1,chr14,31139012,31168641
21683,Stab2,chr10,86841197,87008025
21684,Stac,chr9,111561436,111690348
21685,Stac2,chr11,98036622,98053462
21686,Stac3,chr10,127501685,127508823
21687,Stag1,chr9,100597797,100959375
21688,Stag2,chrX,42149316,42277185
21689,Stag3,chr5,138280239,138312393
21690,Stam,chr2,14074097,14149634
21691,Stam2,chr2,52691663,52742281
21692,Stambp,chr6,83543210,83572729
21693,Stambpl1,chr19,34192228,34240333
21694,Stamos,chr2,14070331,14073934
21695,Stap1,chr5,86071745,86106125
21696,Stap2,chr17,55997080,56005570
21697,Star,chr8,25806554,25815982
21698,Stard10,chr7,101317085,101346626
21699,Stard13,chr5,151037509,151233836
21700,Stard3,chr11,98358367,98381112
21701,Stard3nl,chr13,19357675,19395795
21702,Stard4,chr18,33199354,33213862
21703,Stard5,chr7,83631958,83653127
21704,Stard6,chr18,70472453,70501066
21705,Stard7,chr2,127270217,127298932
21706,Stard8,chrX,99003247,99074728
21707,Stard9,chr2,120629125,120731895
21708,Stat1,chr1,52119439,52161865
21709,Stat2,chr10,128270575,128292849
21710,Stat3,chr11,100885097,100939540
21711,Stat4,chr1,51987147,52107189
21712,Stat5a,chr11,100859350,100885169
21713,Stat5b,chr11,100780730,100850724
21714,Stat6,chr10,127642985,127660957
21715,Stau1,chr2,166947548,166996299
21716,Stau2,chr1,16228673,16520112
21717,Stbd1,chr5,92603040,92606579
21718,Stc1,chr14,69029288,69041401
21719,Stc2,chr11,31357306,31370074
21720,Steap1,chr5,5736316,5749326
21721,Steap2,chr5,5664828,5694578
21722,Steap3,chr1,120190756,120272705
21723,Steap4,chr5,7960456,7982213
21724,Stfa1,chr16,36277147,36285371
21725,Stfa2,chr16,36403945,36408363
21726,Stfa2l1,chr16,36156810,36161948
21727,Stfa3,chr16,36450536,36455392
21728,Stil,chr4,115000158,115043196
21729,Stim1,chr7,102267805,102437319
21730,Stim2,chr5,53998498,54121057
21731,Stip1,chr19,7020695,7040026
21732,Stk-ps2,chr1,46020071,46030469
21733,Stk10,chr11,32533304,32624587
21734,Stk11,chr10,80115802,80130682
21735,Stk11ip,chr1,75521528,75537335
21736,Stk16,chr1,75210837,75215606
21737,Stk17b,chr1,53755505,53785224
21738,Stk19,chr17,34823992,34836945
21739,Stk24,chr14,121286342,121379334
21740,Stk25,chr1,93619750,93658659
21741,Stk26,chrX,50841046,50893097
21742,Stk3,chr15,34875495,35155806
21743,Stk31,chr6,49395603,49469501
21744,Stk32a,chr18,43207696,43317481
21745,Stk32b,chr5,37446824,37717171
21746,Stk32c,chr7,139103637,139213307
21747,Stk33,chr7,109279222,109439081
21748,Stk35,chr2,129800516,129832287
21749,Stk36,chr1,74601444,74636894
21750,Stk38,chr17,28970884,29007945
21751,Stk38l,chr6,146724994,146778812
21752,Stk39,chr2,68210444,68472268
21753,Stk4,chr2,164070321,164155524
21754,Stk40,chr4,126103956,126141029
21755,Stkld1,chr2,26934046,26953496
21756,Stmn1,chr4,134468319,134473843
21757,Stmn2,chr3,8509359,8561606
21758,Stmn3,chr2,181306458,181314500
21759,Stmn4,chr14,66344295,66361680
21760,Stmnd1,chr13,46273720,46300115
21761,Stom,chr2,35313985,35336976
21762,Stoml1,chr9,58253163,58262523
21763,Stoml2,chr4,43027689,43031710
21764,Stoml3,chr3,53488652,53508502
21765,Ston1,chr17,88597683,88662586
21766,Ston2,chr12,91638541,91788387
21767,Stox1,chr10,62659042,62726128
21768,Stox2,chr8,47180047,47352348
21769,Stpg1,chr4,135494789,135537803
21770,Stpg2,chr3,139205693,139710299
21771,Stpg3,chr2,25212206,25214637
21772,Stra13,chr11,120710941,120713738
21773,Stra6,chr9,58063787,58153996
21774,Stra6l,chr4,45848663,45887008
21775,Stra8,chr6,34920162,34939344
21776,Strada,chr11,106163329,106202168
21777,Stradb,chr1,58973521,58995715
21778,Strap,chr6,137735077,137751932
21779,Strbp,chr2,37483227,37703859
21780,Strc,chr2,121363727,121387168
21781,Strip1,chr3,107612531,107631694
21782,Strip2,chr6,29917011,29959681
21783,Strn,chr17,78649912,78737196
21784,Strn3,chr12,51608540,51691914
21785,Strn4,chr7,16815888,16840931
21786,Stt3a,chr9,36729343,36767679
21787,Stt3b,chr9,115242606,115310421
21788,Stub1,chr17,25830635,25833361
21789,Stx11,chr10,12939982,12964259
21790,Stx12,chr4,132853500,132884509
21791,Stx16,chr2,174076307,174099771
21792,Stx17,chr4,48124914,48186507
21793,Stx18,chr5,38038741,38137765
21794,Stx19,chr16,62814675,62824346
21795,Stx1a,chr5,135023481,135051100
21796,Stx1b,chr7,127803899,127824549
21797,Stx2,chr5,128984556,129008574
21798,Stx3,chr19,11775117,11819403
21799,Stx4a,chr7,127824293,127849019
21800,Stx5a,chr19,8741412,8756069
21801,Stx6,chr1,155158714,155208256
21802,Stx7,chr10,24149316,24188959
21803,Stx8,chr11,67966192,68207148
21804,Stxbp1,chr2,32787601,32847245
21805,Stxbp2,chr8,3630954,3643644
21806,Stxbp3,chr3,108793175,108840526
21807,Stxbp4,chr11,90476491,90638084
21808,Stxbp5,chr10,9755546,9901079
21809,Stxbp5l,chr16,37114941,37384962
21810,Stxbp6,chr12,44852487,45074493
21811,Styk1,chr6,131299141,131353597
21812,Styx,chr14,45351472,45373585
21813,Styxl1,chr5,135747219,135778385
21814,Sub1,chr15,11981338,11996983
21815,Sucla2,chr14,73525318,73596142
21816,Suclg1,chr6,73248381,73276911
21817,Suclg2,chr6,95473008,95718800
21818,Sucnr1,chr3,60081868,60087566
21819,Suco,chr1,161816113,161876682
21820,Suds3,chr5,117091679,117116113
21821,Sufu,chr19,46396895,46488804
21822,Sugct,chr13,16857854,17694732
21823,Sugp1,chr8,70042812,70071953
21824,Sugp2,chr8,70234225,70279915
21825,Sugt1,chr14,79587690,79629755
21826,Sulf1,chr1,12692276,12861192
21827,Sulf2,chr2,166073088,166155663
21828,Sult1a1,chr7,126672864,126676432
21829,Sult1b1,chr5,87513338,87538195
21830,Sult1c1,chr17,53961614,53990674
21831,Sult1c2,chr17,53829636,53846339
21832,Sult1d1,chr5,87554644,87569027
21833,Sult1e1,chr5,87575968,87591594
21834,Sult2a1,chr7,13796245,13837409
21835,Sult2a2,chr7,13733504,13779636
21836,Sult2a5,chr7,13623966,13670807
21837,Sult2a6,chr7,14222402,14254870
21838,Sult2a8,chr7,14410685,14446769
21839,Sult2b1,chr7,45729982,45784669
21840,Sult3a1,chr10,33863934,33879475
21841,Sult4a1,chr15,84076096,84105754
21842,Sult5a1,chr8,123142846,123158315
21843,Sult6b1,chr17,78883937,78906992
21844,Sult6b2,chr6,142785203,142804502
21845,Sumf1,chr6,108107027,108185582
21846,Sumf2,chr5,129846985,129864050
21847,Sumo1,chr1,59586557,59670834
21848,Sumo2,chr11,115523101,115536276
21849,Sumo3,chr10,77606096,77641543
21850,Sun1,chr5,139200636,139249840
21851,Sun2,chr15,79724069,79742536
21852,Sun3,chr11,9016053,9048991
21853,Sun5,chr2,153856187,153871084
21854,Suox,chr10,128669886,128673918
21855,Supt16,chr14,52160418,52197239
21856,Supt20,chr3,54692806,54728766
21857,Supt3,chr17,44777151,45119290
21858,Supt4a,chr11,87737551,87743623
21859,Supt5,chr7,28314890,28338746
21860,Supt6,chr11,78206745,78245987
21861,Supt7l,chr5,31514563,31527807
21862,Supv3l1,chr10,62429208,62449738
21863,Surf1,chr2,26913380,26916530
21864,Surf2,chr2,26916366,26920183
21865,Surf4,chr2,26920039,26933928
21866,Surf6,chr2,26888627,26902879
21867,Susd1,chr4,59314682,59438633
21868,Susd2,chr10,75636618,75644008
21869,Susd3,chr13,49230689,49248706
21870,Susd4,chr1,182763859,182896591
21871,Susd5,chr9,114057353,114098733
21872,Susd6,chr12,80790531,80880832
21873,Suv39h1,chrX,8061170,8074760
21874,Suv39h2,chr2,3455814,3475031
21875,Suv420h1,chr19,3767420,3818303
21876,Suv420h2,chr7,4740114,4747514
21877,Suz12,chr11,79993105,80034123
21878,Sv2a,chr3,96181150,96195521
21879,Sv2b,chr7,75114893,75309262
21880,Sv2c,chr13,95954593,96132577
21881,Sva,chr6,42038393,42042851
21882,Sval1,chr6,41951629,41956098
21883,Sval2,chr6,41852988,41864413
21884,Sval3,chr6,41968139,41973090
21885,Svbp,chr4,119195305,119201298
21886,Svep1,chr4,58042441,58206859
21887,Svil,chr18,4920539,5119299
21888,Svip,chr7,51997170,52006018
21889,Svop,chr5,114026909,114091570
21890,Svopl,chr6,37983738,38046996
21891,Svs1,chr6,48986860,48991722
21892,Svs2,chr2,164235928,164238466
21893,Svs3a,chr2,164289267,164291500
21894,Svs3b,chr2,164254362,164256640
21895,Svs4,chr2,164275951,164278459
21896,Svs5,chr2,164332739,164334396
21897,Svs6,chr2,164316750,164318453
21898,Swap70,chr7,110221710,110283506
21899,Swi5,chr2,32278815,32288075
21900,Swsap1,chr9,21955752,21958270
21901,Swt1,chr1,151367698,151428455
21902,Syap1,chrX,162857056,162888447
21903,Sybu,chr15,44671858,44788063
21904,Syce1,chr7,140777228,140787852
21905,Syce1l,chr8,113643212,113655533
21906,Syce2,chr8,84872110,84888221
21907,Syce3,chr15,89390173,89410503
21908,Sycn,chr7,28540884,28542209
21909,Sycp1,chr3,102818498,102936100
21910,Sycp2,chr2,178345292,178407685
21911,Sycp2l,chr13,41114306,41171684
21912,Sycp3,chr10,88459568,88473236
21913,Syde1,chr10,78584502,78591964
21914,Syde2,chr3,145987869,146021720
21915,Syf2,chr4,134930897,134937548
21916,Syk,chr13,52583172,52648792
21917,Sympk,chr7,19024376,19054618
21918,Syn1,chrX,20860510,20921004
21919,Syn2,chr6,115134901,115282006
21920,Syn3,chr10,86055124,86498896
21921,Syna,chr5,134558145,134560171
21922,Synb,chr14,69289343,69294299
21923,Sync,chr4,129287616,129308559
21924,Syncrip,chr9,88447008,88482574
21925,Syndig1,chr2,149829210,150004392
21926,Syndig1l,chr12,84677277,84698807
21927,Syne1,chr10,5020202,5550692
21928,Syne2,chr12,75818133,76110926
21929,Syne3,chr12,104929948,105009809
21930,Syne4,chr7,30314806,30319046
21931,Syngr1,chr15,80091333,80119501
21932,Syngr2,chr11,117809667,117814283
21933,Syngr3,chr17,24685091,24689955
21934,Syngr4,chr7,45885221,45896714
21935,Synj1,chr16,90936091,91011308
21936,Synj2,chr17,5941279,6044290
